text,category,product_name,order_id
اخوي انا من زمان طالب منكم طاولة قهوه ولي شهر انتظر. كل ما اسال يقولون بعد اسبوع وبعد اسبوع. والله اني محتاجها للضيوف وانا مستحي من الناس. هالتأخير مو معقول ولا مقبول. اتمنى تشوفون لي حل بسرعه.,complaint,طاولة قهوة,9565
السلام عليكم. وصلتني الطاوله بس لونها غير اللي طلبته. انا طلبت لون بني غامق وجتني فاتحه مره. وكمان الحجم صغير مو مثل ما هو مكتوب في الموقع. هذا غش واضح. انا ما اقبل هالشي وابغى حقي.,complaint,طاولة قهوة,9565
يا جماعه الخير. انا عميل قديم عندكم ودايم اشتري منكم. بس هالمره صراحة زعلتوني. الطاوله اللي جابتولي مو نفس الجوده اللي كنت اتوقعها. الخشب رديء والصناعه مو نظيفه. وحتى لما كلمتكم ما احد اهتم. انا ما ابي الا حقي وسمعتي عند الناس.,complaint,طاولة قهوة,9565
البطانيه وصلت مقطعه من الزاويه والله عيب,complaint,بطانية شتوية,5272
خدمتكم زفت والطلب تاخر اسبوعين بلا اي خبر,complaint,بطانية شتوية,5272
البطانيه الشتويه ريحتها كريهه وخيطها طالع من اول ليله,complaint,بطانية شتوية,5272
تعامل سي جدا ومحد رد علي من ثلاث ايام,complaint,بطانية شتوية,5272
اسوا تجربه شرا جربتها بحياتي وماراح اكررها,complaint,بطانية شتوية,5272
السلام عليكم ورحمة الله، اتمنى تكونون بخير. حبيت اوضح لكم موضوع بخصوص طلبي اللي وصلني امس، وهو حذاء رياضي كنت طالبه قبل اسبوعين تقريبا. للامانه وصل بوقت مقبول لكن المشكله في الحذاء نفسه، لما فتحت الكرتون لقيت الجهه اليمنى فيها قطع صغير عند الجنب من فوق، وشكله مب من الشحن لان الكرتون كان سليم. حاولت اتواصل مع خدمة العملاء اكثر من مره وما احد رد علي، وانا ما ابي الا حقي، ياليت تشوفون لي حل لان الموضوع مأثر علي نفسيا شوي بعد هالانتظار. شكرا لكم والسلام عليكم,complaint,حذاء رياضي,6147
مرحبا، كيف حالكم جميعا. اكتب لكم بخصوص تجربه مريت فيها مع متجركم وان شاء الله تكون الاخيره بهالشكل. طلبت من عندكم منتج ودفعت مبلغ وقدره، واتفقتوا معي على التوصيل خلال خمس ايام، لكن اللي صار ان الشحنه تأخرت اكثر من عشرين يوم بدون اي توضيح او اعتذار من طرفكم. وكل ما اسأل يقولون لي بنتابع ونرد عليك، ولا شي من هذا صار. انا متفهم ظروف الشحن والضغط، لكن على الاقل كلمه تطمن العميل تكفي. اتمنى انكم تنظرون للموضوع بجديه، ولكم جزيل الشكر,complaint,حذاء رياضي,6147
السلام عليكم اخواني الكرام، اسعد الله اوقاتكم. للاسف اضطررت اكتب لكم هالرساله بعد ما تعبت من المحاوله مع خدمة العملاء عندكم. قبل ثلاث اسابيع طلبت حذاء رياضي مقاس ٤٣، ووصلني المقاس ٤١! والمصيبه اني راسلتكم على الواتساب وارسلت صور الفاتوره والكرتون، وكل مره موظف يرد علي من جديد وكانه ماسمع بالمشكله من قبل. وللحين ما حصلت على استبدال ولا استرجاع للمبلغ. انا شخص متفهم واعرف الغلط يصير، لكن اتمنى منكم السرعه في الرد ولطف التعامل، لان هالموقف خلى ثقتي بكم تتزعزع صراحه. شكرا لسعة صدوركم,complaint,حذاء رياضي,6147
تحيه طيبه وبعد، ارجو ان تكونوا في تمام الصحه والعافيه. اكتب لكم اليوم بخصوص خدمه الاستبدال عندكم ولي فيها ملاحظه كبيره اتمنى تتقبلونها بصدر رحب. شريت من متجركم حذاء رياضي هديه لاخوي الصغير بمناسبه نجاحه، ويوم جا الموعد وفتحنا الكرتون طلع الحذاء مستعمل! فيه غبار واضح على النعل ومن غير الكرتون الاصلي الي كان مقصوص من فوق. انا ما ابي الا اعرف ايش صار بالضبط وكيف ممكن ترجعون فلوسي او تستبدلونه بشي نظيف. اتمنى الرد منكم في اسرع وقت ممكن، ولكم مني كل التقدير والاحترام,complaint,حذاء رياضي,6147
السلام عليكم ورحمه الله، اول شي احب اشكركم على سرعه تجهيز الطلب نفسه، لكن للاسف فيه نقطه اتمنى تعطونها اهتمام. طلبت من عندكم منتج ووصلني اليوم، وانا كنت موجود بالبيت وحاضر استلمه بنفسي، لكن المندوب رمى الشحنه عند الباب ومشي بدون حتى ما يتصل او يدق الجرس. ولما فتحت الشحنه بعد ساعه لقيتها تعبانه من الزاويه وشكلها مرمي عليها وكأنها مب محمله بامان. الشي هذا ما يليق بمتجر محترم مثلكم، وانا اكتب لكم لاني اتمنى تتطورون مب لتشهير. ارجو منكم مراجعه الموضوع والرد علي. دمتم بخير,complaint,حذاء رياضي,6147
السلام عليكم ورحمة الله وبركاته، كيف حالكم؟ والله يا اخوان انا طلبت منكم لابتوب ديل قبل فتره ووصلني امس، بس للاسف وصلني تالف. الشاشه فيها خط اسود ع العرض كله، والكيبورد بعض الازرار ما تشتغل. انا مو زعلان عشان الفلوس قد ما انا متضايق لان الجهاز كان هديه لاخوي الصغير وكنت متحمس له. حاولت اتواصل مع خدمة العملاء بس ما لقيت رد. ارجو منكم النظر في موضوعي وتعيضوني خير. شاكر لكم تعاونكم.,complaint,لابتوب ديل,7484
مساء الخير عليكم جميعاً. اول شي احب اشكركم ع المتجر الراقي هذا، لكن صراحة صار لي موقف محرج معاكم. طلبت من عندكم جهاز لابتوب ديل ودفعت زياده عشان يوصل بسرعه لان كنت محتاجه للدوام. بس اللي صار انه تأخر اسبوع كامل عن الموعد، وكل مره اتصل يقولون لي بكره بيوصل. للاسف الشديد تأخرت عن تسليم شغل مهم وتأثرت سمعتي. انا ما ابغى الا انكم تحسون بالمسؤوليه وتعتذرون ع الاقل. الله يوفقكم.,complaint,لابتوب ديل,7484
السلام عليكم، عندي شكوى بسيطه واتمنى تتقبلونها بصدر رحب. انا شريت لابتوب ديل من متجركم قبل اسبوعين تقريبا، وللاسف الجهاز يطفي من نفسه كل ما اشغله. اول يومين كان تمام، بعدين بدت المشكله. رحت لمحل صيانه قال لي يمكن البطاريه او المذربورد، وانا ما لي خبره في هالامور. صراحة انصدمت لان الجهاز جديد ودفعت فيه مبلغ وقدره. ياليت تلقون لي حل، وانا اسف ع الاطاله. مشكورين مقدماً.,complaint,لابتوب ديل,7484
يا هلا فيكم، كيفكم؟ بصراحة انا من زمان اتعامل معاكم ودايماً امدح فيكم، لكن هالمره صار شي غريب. طلبت منتج من عندكم وانا متأكد انه اصلي، بس اللي وصلني شكله مستعمل وفيها خدوش. وانا شخص ما احب ارجع الاشياء ولا احب ازعج احد، بس هالموقف خلاني افكر الف مره قبل لا اطلب مره ثانيه. اتمنى منكم تراجعون الموضوع وتردون لي حقي. الله يعطيكم العافيه.,complaint,لابتوب ديل,7484
السلام عليكم اخواني الكرام. اتمنى تكونون بخير. حبيت اشارككم تجربتي مع خدمة العملاء عندكم لعلها تفيد. انا اتصلت اكثر من مره بخصوص لابتوب ديل اللي طلبته، لان الوزن اللي مكتوب ع الموقع غير الوزن الفعلي، والجهاز ثقيل مره ويألم كتفي لما احمله. المهم انا ما ابغى استرجعه بس حبيت انبهكم ان الوصف لازم يكون دقيق. للاسف الموظف اللي رد علي كان صوته عالي وكانه مو فاضي لي. هذا الشي خلاني احس بالاهانه وانا عميل قديم. ارجو منكم تحسين الخدمه. شكرا لكم.,complaint,لابتوب ديل,7484
السلام عليكم ورحمة الله، اخوي اتمنى تكون بخير. صراحه ما حبيت اكتب هذي الرساله بس حبيت اوضح اللي صار. طلبت من عندكم حذاء رياضي قبل اسبوعين تقريبا، ولما وصلني انصدمت. الكرتون كان مفتوح ومهترئ والجزمه نفسها فيها خدوش واضحه عند المقدمه وجزء من النعل منفصل شوي. حاولت اتواصل مع الدعم اكثر من مره وما احد رد علي، وانا مو من النوع اللي يحب يزعج احد بس الموضوع ضايقني صراحه لان السعر مو بسيط. انا ما اطلب شي كثير، بس حبيت اوصل لكم الملاحظه واتمنى تنظرون فيها. شاكر لكم تعاونكم وتفهمكم وانا مقدر ان الشغل فيه زحمه.,complaint,حذاء رياضي,5915
مساء الخير، كيف حالكم ان شاء الله بخير. ابغى اشرح لكم وضع بسيط صار معي واتمنى ما تزعلون مني. طلبت حذاء رياضي وكنت متحمس له لاني كنت محتاجه للتمرين، والمفترض يوصل خلال ثلاث ايام، لكن الحين صار له اكثر من عشره ايام ولا وصل ولا احد كلف نفسه يبلغني ان فيه تأخير. انا انسان متفهم واعرف الظروف موجوده والحمدلله، بس لو وصلتني رساله توضح لي كان ارتحت نفسيا وما جلست انتظر كل يوم. اتمنى تشوفون الموضوع وتحلونه باقرب وقت ممكن، ولكم مني كل الشكر والتقدير.,complaint,حذاء رياضي,5915
هلا والله، اسف على الازعاج بهذا الوقت. حبيت انقل لكم تجربتي مع خدمة العملاء عندكم لانها صراحه كانت مخيبه للامال. كلمت واحد من الفريق وشرحت له ان القطعه فيها مشكله، وكان رده جدا بارد وكاني اطلب منه خدمه شخصيه مو حق من حقوقي. بعدها حولني لشخص ثاني وكل واحد يقول لي كلام مختلف والثالث يرد بكلام ثالث، وانا بينهم ضايع ولا احد قدر يختصر لي الطريق. صدقوني انا مهتم بالمتجر ومابي الا انكم تنتبهون لطريقه التعامل مع العميل لانها تشكل فرق كبير في النهايه. الله يعطيكم العافيه وما قصرتوا.,complaint,حذاء رياضي,5915
حيالله الاخوان والاخوات عسى يومكم زين. اول شي اشكركم على سرعه التجهيز، الطلب كان سهل ومريح والموقع مرتب. لكن عندي ملاحظه بسيطه حبيت اوضحها بهدوء. وصلني الحذاء الرياضي بلون ثاني مو نفس اللي اخترته، والمقاس كذلك جاني صغير شوي وانا متاكد اني كاتب المقاس صح وقت الطلب. اتوقع الحركه صارت بالغلط من المخزن وهذا شي يصير في كل مكان ونقدر نفهمه. بس اللي محيرني اني راسلتكم مرتين وما وصلني اي توضيح يطمني. اتمنى يوصل صوتي للمسؤول بالشكل الصحيح، وانا واثق بحسن تعاملكم. شكرا لكم مقدما واسف على الاطاله.,complaint,حذاء رياضي,5915
صباح الخير جميعا عساكم بخير. اكتب لكم وانا مقهور شوي وبنفس الوقت متامل فيكم خير. دفعت زياده على خدمة التوصيل السريع لان كان عندي مناسبه ومحتاج الحذاء في وقت محدد، لكن وصلني متاخر يومين كاملين وللاسف المناسبه راحت وانا ما لحقت عليها. انا مو من النوع اللي يحب النقاش ولا الشكاوي، بس حسيت اني لازم ابلغكم لان الشي هذا ياثر على ثقه العميل في المتجر. ما ابي الا انكم تتاكدون من موضوع هالخدمه مستقبلا وتنتبهون له اكثر. اشكر لكم سعه صدركم وتفهمكم لي.,complaint,حذاء رياضي,5915
السلام عليكم ورحمة الله، طقم المطبخ وصلني اليوم وتفاجأت إنه مكسر 😡😡 الأطباق كلها مكسورة والقدور فيها خدوش. هذا مو معقول أبداً! دافع مبلغ وقدره عشان استلم زجاج مكسر؟ لازم حل سريع 😤,complaint,طقم مطبخ,2188
صراحة خدمتكم سيئة جداً 👎 طلبت طقم مطبخ قبل اسبوعين ولسى ما وصل. كل ما اتصل يقولون بكرة بكرة. تعبت من الانتظار 😩,complaint,طقم مطبخ,2188
يا ناس، وصلني الطقم المطبخ بس نص الأغراض ناقصة!! 😳 هذا غش ولا ايش؟ 🙄 ابي حقي او فلوسي ترجع,complaint,طقم مطبخ,2188
من جدكم؟؟ 😠 تعاملت معكم عشان طقم مطبخ والموظف يرد علي بكل وقاحة. خدمة العملاء عندكم صفر. حسبي الله ونعم الوكيل 😤,complaint,طقم مطبخ,2188
الطقم المطبخ اللي طلبته فيه عيب مصنعي، الغطاء ما يقفل والحديد صدا من أول استعمال 😭😭 حسبي الله عليكم. ابي استبدال او ارجاع,complaint,طقم مطبخ,2188
مكنسه وصلت مكسوره!!! وش ذا الحاله!! انا دافع فلوس عشان تجيني كذا!!! حسبي الله!!,complaint,مكنسة كهربائية,2638
خدمتكم زفت!! المكنسه ما تشفط ولا شي!! المنتج خايس!! لا تردون ولا تحلون!!,complaint,مكنسة كهربائية,2638
"تأخير شهر كامل!!!
وانا انتظر!!
المكنسه مو واصله الا اليوم!!
تعبتوني!! مليت!!",complaint,مكنسة كهربائية,2638
المنتج خرب بعد يومين!! مكنسه كهربايه فاشله!! فلوسي راحت!! ابغى حل بسرعه!!,complaint,مكنسة كهربائية,2638
"اتصلت مليون مره ولا احد يرد!!
مكنسه غاليه وتطلع تعبانه!!
عيب عليكم!! وين المسؤول!!",complaint,مكنسة كهربائية,2638
الكرسي وصل مكسور!! مسند مقطوع والجلد مخروم، وش هالحاله؟,complaint,كرسي مكتب,4492
صراحه خدمتكم سيئه، اتصلت عشر مرات ولا واحد رد، زهقت منكم!,complaint,كرسي مكتب,4492
تأخير غير طبيعي، طلبت كرسي مكتب من اسبوعين وللحين ما وصل!! تعبت وانا انتظر,complaint,كرسي مكتب,4492
المنتج فاشل، الكرسي بعد يومين تكسر، وربي نصب,complaint,كرسي مكتب,4492
خدمة العملاء تعاملكم زي الزفت، ما يردون الا بعد ما تموت، وربي حرام عليكم,complaint,كرسي مكتب,4492
السلام عليكم، صراحة الـ delivery متأخر اسبوع كامل وهذا مو معقول ابدا، انا محتاج اللابتوب ديل للشغل وكل يوم تقولون بكره وبكره,complaint,لابتوب ديل,3170
هلا، وصلني لابتوب ديل اليوم والكرتون كان مفتوح من طرف والشاشه فيها خط اسود واضح، هذا مو اللي دفعته عشانه، انا طالب order جديد مو مستعمل,complaint,لابتوب ديل,3170
ياخي والله تعبت منكم، طلبت لابتوب ديل قبل عشرين يوم وكل ماسأل يقولون الـ order في الطريق، وش هالخدمه ذي؟ ماحد يرد ولا احد يوضح شي,complaint,لابتوب ديل,3170
ابغى اشتكي على خدمة العملاء عندكم، رد علي واحد مايعرف شي ويقاطعني وهو يتكلم، وانا اساسا مشكلتي بالجهاز من اول يوم والى الان مافيه حل,complaint,لابتوب ديل,3170
اللابتوب ديل اللي وصلني يطفي من نفسه كل شوي، جربت اشحنه واغير الاعدادات مافي فايده، وابي ارجعه قالو لي الـ return period خلص وهو اصلا ماوصلني الا متأخر,complaint,لابتوب ديل,3170
البطانيه الشتويه وصلت مقطعه من الاطراف حسبي الله عليكم,complaint,بطانية شتوية,2127
خدمتكم سيئه وطلبي متاخر عشر ايام ولا احد رد علي,complaint,بطانية شتوية,2127
طلبت بطانيه وجاني شي ثاني ماله دخل بالصوره المعروضه,complaint,بطانية شتوية,2127
المنتج تالف والقيمه مبالغ فيها ومابي الا حل,complaint,بطانية شتوية,2127
راسلتكم ثلاث مرات ولا فيه اي تجاوب تعبتوني والله,complaint,بطانية شتوية,2127
السلام عليكم ورحمة الله وبركاته. اتمنى تكونون بخير. انا طلبت من عندكم طقم مطبخ قبل اسبوعين تقريبا، واليوم وصلني. للاسف تفاجات ان الكرتون كان مفتوح والقطع مكسورة، يعني اكثر من نص الطقم خربان. وحبيت اوضح لكم الوضع عشان يمكن فيه حل. شكرا لكم.,complaint,طقم مطبخ,5669
مرحبا اخوي، كيف حالك؟ للاسف تعامل الموظف معاي كان سيء جدا ورفع صوته علي. انا ما ابغى مشاكل بس حبيت اوصل لكم الملاحظه. شكرا.,complaint,طقم مطبخ,5669
صباح الخير جميعا، اتمنى انكم بخير. حبيت اكتب لكم بخصوص طلبي اللي هو طقم مطبخ. المفروض يوصلني خلال ثلاث ايام بس للاسف صار له اسبوعين ولا وصل. انا مادري اذا فيه مشكله في الشحن ولا شي ثاني، بس حبيت انبهكم ان التاخير هذا غير مبرر. انا ما استفسر عن حالة الطلب بس حبيت اوضح سوء التجربه. وصراحه هذا مو اول مره اتاخرون فيها، بس المره هذي مره زياده. شكرا لتفهمكم.,complaint,طقم مطبخ,5669
السلام عليكم، مساء الخير، اتمنى تكونون بخير. انا طلبت من عندكم طقم مطبخ ووصلني اليوم. بس للاسف المنتج مو نفس الوصف، ناقص قطعه وخامتها رديئه يعني شكلها رخيصه. وانا دفعت مبلغ محترم وحبيت اوضح لكم عشان يمكن فيه حل. شكرا لكم.,complaint,طقم مطبخ,5669
اهلين اخوي، صباح النور. اتصلت عليكم عشان اعدل العنوان على طقم المطبخ، بس الموظف قالي ما نقدر نسوي شي. الخدمه سيئه ومو مقبول. شكرا لكم.,complaint,طقم مطبخ,5669
السلام عليكم ورحمة الله وبركاته، كيف حالكم؟ بصراحه انا طلبت منكم مكنسه كهربائيه ووصلت قبل يومين، لكن للاسف لما فتحت الكرتون لقيتها مكسوره من عند القاعده و فيها ضربه قويه عالجسم. انا ما استخدمتها ولا مره، بس شكلها كذا من الشحن. تعبت وانا انتظرها عشان انظف البيت، وصار لي فتره ادور على مكنسه زينه. اتمنى تشوفون لي حل لان الوضع ما ينفع كذا. شكرا لكم.,complaint,مكنسة كهربائية,9900
مساء الخير عليكم، اتمنى تكونون بخير. انا تواصلت معكم قبل ثلاث ايام بخصوص مكنسه كهربائيه شريتها من عندكم، وكان فيها مشكله بسيطه بالشفط. اتصلت على خدمة العملاء اكثر من مره، وكل مره يقولون لي بنرد عليك ولا احد يرد. مره انتظرت ساعه عالخط ومافي فايده. انا من النوع اللي ما يحب يزعج احد، بس حسيت اني مهمل. يا ليت تعطوني اهتمام اكثر، لان الواحد يبي يحس انه عميل محترم. شكرا.,complaint,مكنسة كهربائية,9900
هلا والله، كيفكم؟ انا طلبت منكم مكنسه كهربائيه وكتبتوا لي ان التوصيل خلال ٣ ايام. الحين صار لي ١٠ ايام وانا انتظر، ولا وصلني اي شي. ما ودي اقول كلام زعل، بس صراحه التأخير هذا اثر علي، لاني كنت محتاجها ضروري لظروف عائليه. حاولت اتواصل معاكم بس ما لقيت رد واضح. اتمنى منكم تراعون ظروف العملاء، لان الانتظار الطويل يضايق. شكرا لتفهمكم.,complaint,مكنسة كهربائية,9900
السلام عليكم، اسعد الله اوقاتكم. انا شريت منكم مكنسه كهربائيه قبل شهر تقريبا، وكانت شغاله تمام. بس من يومين بدت تصدر صوت غريب وتطفي لحالها. جربت اشغل اكثر من مره ونفس المشكله. انا ما سويت فيها شي غلط، استخدمتها بشكل عادي بس. حسافه والله لانها غاليه وانا دافع فيها مبلغ مو بسيط. يا ليت تشوفون لي حل، لان ما اقدر استخدمها كذا. مشكورين.,complaint,مكنسة كهربائية,9900
السلام عليكم ورحمة الله وبركاته، كيف حال الطاقم الكريم؟ انا طلبت مكنسه كهربائيه من متجركم، وكنت متحمس لها كثير. لكن لما وصلت، طلعت غير اللي في الصور، لونها غير والمواصفات بعد غير. انا ما ابي اكون ثقيل دم، بس هذا مو اللي اتوقعته من متجر محترم مثلكم. حاولت ارجعها بس قالوا لي ما ينفع بعد ما تفتح الكرتون. طيب انا شلون اعرف انها غلط الا لما افتح؟ المهم، اتمنى تنصفوني وتشوفون حل يرضي الطرفين. شكرا لسعة صدركم.,complaint,مكنسة كهربائية,9900
السلام عليكم ورحمه الله وبركاته. اشتريت منكم لابتوب ديل ووصلني اليوم لكنه مكسور من الشاشه وما بستغل. هذا والله عيب عليكم. انا رجل كبير بالسن وما اقدر اروح واجي. ارجو تشوفون لي حل والا بضطر اشتكي. والسلام.,complaint,لابتوب ديل,9666
صراحة خدمتكم سيئه جدا. اتصلت اكثر من مره ولا احد رد علي. الموظفين يتجاهلون الواحد. هذا مو تعامل يرضي الله. انا عميل عندكم من سنين بس هذي المره زعلتوني.,complaint,لابتوب ديل,9666
طلبت لابتوب ديل قبل اسبوعين وقلتوا بيوصل خلال ثلاث ايام. والى الان ما وصل. كل يوم تقولون بكره. هذا تأخير غير مبرر. انا محتاجه ضروري للعمل. الله يهديكم بس.,complaint,لابتوب ديل,9666
وصلني اللابتوب بس فيه عيب مصنعي، يطفي من نفسه بعد نص ساعه. رجعته لكم من عشر ايام ولا رجعوه لي ولا رجعوا فلوسي. هذا مو معقول. ابي حقي.,complaint,لابتوب ديل,9666
ياجماعة الخير انا تعبت من كثر ما اراجعكم. اشتريت لابتوب ديل وماستفدت منه شي. كل مره يقولون بنحل الموضوع ومافي فايده. خدمة العملاء عندكم صفر. حسبي الله ونعم الوكيل.,complaint,لابتوب ديل,9666
وش هالتعامل!!! الحذاء وصل مقطوع من الجناب والخياطه منتفعه كلها!!! دافع فلوس على ايش؟!!! مابي بديل ولا مابي اصلاح رجعو فلوسي وبس!!!,complaint,حذاء رياضي,5905
اكثر من عشر ايام وانا انتظر!! كل يوم تقولون اليوم يوصل اليوم يوصل ولا شي!! والله تعبت!! هذا اخر تعامل لي معكم خلاص,complaint,حذاء رياضي,5905
خدمتكم زفت!! كلمت خمس موظفين ولا واحد عبرني!! كلكم تحولوني على الثاني ومحد يرد الا بعد ساعه!! حسبي الله عليكم شي مايصدق,complaint,حذاء رياضي,5905
الكرتون وصل مطعوج ومفتوح من فوق!! والمقاس غلط والجلد فيه خرب من عند الرجل!! تستهبلون علي انا؟! شاري حذاء رياضي بفلوس ومافي ولا حاجه سليمه,complaint,حذاء رياضي,5905
شريت حذاء رياضي بميتين وخمسين والمفروض اصلي!!! طلع تقليد ريحته بلاستيك ومقرفه!! وبعدين يقولون الاسترجاع بعد اسبوع!! لا خرابيط ابغى فلوسي كامله اليوم قبل بكرا,complaint,حذاء رياضي,5905
السلام عليكم ورحمه الله، ياجماعه انا عميل عندكم من سنين طويله وتعرفوني زين، طلبت منكم شاحن سريع وجاني مكسر والكرتون مهروس من فوق، هذا والله مو اللي متوقعينه منكم، انا رجل كبير وما احب المشاكل بس حقي ابيه,complaint,شاحن سريع,3200
صراحه انا ماني معاتب على الفلوس قد ما انا معاتب على الخدمه، الخدمه عندكم صارت ماتسر ابد، اتصلت عليكم اكثر من مره ولا احد عبرني ولا احد رد، حسبي الله ونعم الوكيل، احنا كبار السن ماعاد نعرف نلف وندور على طوول,complaint,شاحن سريع,3200
ياخوان الطلب متأخر علي شهر كامل والى هالحين ماجاني شي، وانا محتاج الشاحن السريع ضروري لاني رجل كبير ومشاويري كثيره، يعني لو مافيه بضاعه قولوا لنا من البدايه عشان نرتاح ومانتعب، مو نسكت ونتظر وننطر,complaint,شاحن سريع,3200
اخواني الاعزاء مع كامل احترامي لكم، الشاحن السريع وصلني لكنه مايشحن نهائياً، جربته اكثر من مره وكل شوي يفصل، وانا رجل كبير مالي خلق هالمشاكل والتعب، اتمنى تشوفون لي حل يرضي الله ثم يرضيني,complaint,شاحن سريع,3200
والله ان هذا مو عشمنا فيكم، تعامل الموظفين معي كان سي جدا ومافيه اي احترام للعميل الكبير، انا ماطلبت الا معروف ولو كلمه طيبه، وبدل الكلمه الطيبه لقيت صد واهمال، الله المستعان على هالزمن,complaint,شاحن سريع,3200
الشاحن السريع وصلني مكسور ومافي اي احترام للعميل,complaint,شاحن سريع,2753
صراحه تعبانين والبضاعه جايه مضروبه,complaint,شاحن سريع,2753
من اسبوعين اطلب وانتظر ولا احد كلف نفسه يرد,complaint,شاحن سريع,2753
خدمتكم سيئه جدا وتعاملكم زفت مع الزباين,complaint,شاحن سريع,2753
الشاحن يشتغل دقيقه ويطفي حسبي الله عليكم,complaint,شاحن سريع,2753
السلام عليكم ورحمة الله وبركاته. انا رجل كبير بالسن وما تعودت اشتكي بس هالمره صراحه ما قدرة اسكت. الكرسي وصلني مكسر من تحت والرجل مكسوره والجلد متقطع. هذا ما يرضي احد ابد. انا دفعت فلوسي عشان اخذ شي نظيف مو خرده. الله يهديكم بس.,complaint,كرسي مكتب,3546
يا جماعه الخير انا طلبت كرسي مكتب من عندكم ووصلني بعد انتظار طويل. لكن المشكله مو بالتأخير وبس، المشكله اني اتصلت على خدمة العملاء اكثر من مره ولا احد رد علي. واذا ردوا علي يتكلمون معي باسلوب مو زين وكاني مو دافع. هذا شي ما يقبله لا عقل ولا شرع. احنا ناس كبار ونفهم بس بعد لنا كرامه.,complaint,كرسي مكتب,3546
بصراحه انا محتار من امركم. طلبت كرسي مكتب قبل فتره وقلتوا لي بيوصل خلال اسبوع. الحين مر شهر كامل ولا وصل شي ولا حتى اعتذار. انا ما ابي اسأل عن الطلب بس ابي اقول لكم ان هذي مهزله. الواحد يخطط ويشتري وهو مطمئن وانتو تخلفون بالوعد. حرام عليكم والله.,complaint,كرسي مكتب,3546
الكرسي اللي وصلني مو مثل اللي شفته في الصور ابد. يجي هزاز ومرتفع من جهه ونازل من جهه. قعدت عليه مره وحسيت اني بطيح. انا كبير بالسن وما اقدر على هالاشياء. المفروض تختبرون المنتج قبل ما ترسلونه. هذا غش وتدليس. حسبي الله ونعم الوكيل.,complaint,كرسي مكتب,3546
مرحبا. انا استلمت الكرسي امس من عند السواق وتركه عند الباب وطار. يوم جيت ادخله لقيت طرفه مكسور ومخرب. المفروض يوصلونه لين داخل البيت على الاقل. هذا مو اول مره تصير معي معكم. انا ما ابي ازعجكم بس ابي اوصل صوتي انا مو راضي عن الخدمه نهائيا. ارجو الاهتمام.,complaint,كرسي مكتب,3546
اللابتوب ديل وصل مكسر من الزاويه,complaint,لابتوب ديل,4450
خدمتكم سيئه وربي ماعاد اطلب منكم مره ثانيه,complaint,لابتوب ديل,4450
تأخير اسبوعين ومحد رد على رسايلي,complaint,لابتوب ديل,4450
جاني الجهاز فيه عيب واضح وانا دافع فلوسي كامله,complaint,لابتوب ديل,4450
ارسلتوا لي لابتوب ديل غير اللي طلبته,complaint,لابتوب ديل,4450
السلام عليكم يا اخواني انا عميل قديم عندكم وطلبت طقم مطبخ وصلني مكسر ومخربش من كل جهه وانا رجل كبير في السن ما اقدر ارجعه بنفسي هذا مو معقول ابدا,complaint,طقم مطبخ,4335
ياجماعه الخير انا طلبت منكم قبل فتره وجاني الطلب متأخر اسبوعين والموظف اللي جاب الطلب كان قليل ادب ورمى الكرتون عند الباب ومشى انا ما ابي شي بس هذا مو اسلوب تعامل مع الناس,complaint,طقم مطبخ,4335
والله يا اخوان انا ما عاد لي نفس اتعامل معكم طلبت طقم مطبخ وجاني ناقص قطعه والمندوب يقول لي هذا اللي وصلنا من المستودع وانا رجل ما افهم في هالسوالف هذي امانه مو كذا,complaint,طقم مطبخ,4335
انا من زمان اتعامل معاكم بس هالمره صارت مشكله كبيره اتصلت على خدمة العملاء اكثر من عشر مرات ولا احد يرد وانا رجل كبير ما اعرف استخدم النت زين وهذي مو اول مره تصير معي,complaint,طقم مطبخ,4335
يا اخواني انا دفعت فلوس زي الناس وطلبت طقم مطبخ ووصلني بعد شهر كامل والمندوب يقول لي تاخرنا بسبب الزحمه يعني شهر كامل عشان زحمه هذا كلام ما يدخل العقل انا ما ابي الا حقي,complaint,طقم مطبخ,4335
السلام عليكم ورحمة الله وبركاته، اخي الكريم انا طلبت من عندكم حذاء رياضي قبل عشر ايام للولدي بمناسبة دخوله الجامعه، ويوم وصلني الطلب فتحت الكرتون ولقيت الحذاء فيه قطع من الجنب والنعل مكسور، والمقاس غير اللي طلبته. والله اني انقهرت لأني دافع فلوسي كامله وما توقعت هالمعامله من متجر كبير مثلكم، ارجو انكم تنظرون في امري وتصلحون هالغلط وتعفوني من هالخساره.,complaint,حذاء رياضي,5325
اخواني القائمين على المتجر المحترم، انا رجل كبير في السن وما تعودت اشتكي ولا احب الكلام الكثير، لكن اللي صار معي في فرعكم ما اقدر اسكت عنه. رحت انا وام العيال نسأل عن مقاس حذاء رياضي مناسب، والموظف جاوبني بأسلوب غير لائق وكان مشغول بجواله ولا كاني موجود عنده اصلا. هذا مو اسلوب تعامل مع عميل جايب فلوسه بيده ويبي يشتري. ارجو منكم مراجعة موظفيكم والا ترى الناس ما تخفي عليها شي.,complaint,حذاء رياضي,5325
