text,text_normalized,category
هلا اخوي، صباح الخير. بغيت استفسر عن طلبي الي هو لابتوب ديل، طلبت من عندكم يوم الاربعاء ودفعت اونلاين، وجاني ايميل التاكيد بس ما جاني اي رساله بعدها. حاولت اتواصل مع خدمة العملاء اكثر من مره وما قدرت. اتمنى تعطوني وضع الطلب بالضبط، وهل باقي عندكم بالمخزن ولا انشحن؟ ومتى يوصل تقريبا لان انا مسافر بعد اسبوع ومابغى الشحنه تتاخر. الله يعطيكم العافيه.,هلا اخوي، صباح الخير. بغيت استفسر عن طلبي الي هو لابتوب ديل، طلبت من عندكم يوم الاربعاء ودفعت اونلاين، وجاني ايميل التاكيد بس ما جاني اي رساله بعدها. حاولت اتواصل مع خدمه العملاء اكثر من مره وما قدرت. اتمني تعطوني وضع الطلب بالضبط، وهل باقي عندكم بالمخزن ولا انشحن؟ ومتي يوصل تقريبا لان انا مسافر بعد اسبوع ومابغي الشحنه تتاخر. الله يعطيكم العافيه.,order_inquiry
يعطيكم العافيه ع الطاوله القهوه، وصلت اليوم والصراحه احلى من الصور بمراحل 👌 شكرا لكم والله تسلم ايديكم,يعطيكم العافيه ع الطاوله القهوه، وصلت اليوم والصراحه احلي من الصور بمراحل 👌 شكرا لكم والله تسلم ايديكم,other
السلام عليكم ورحمة الله وبركاته، كيف حالكم؟ والله يا اخوان انا طلبت منكم لابتوب ديل قبل فتره ووصلني امس، بس للاسف وصلني تالف. الشاشه فيها خط اسود ع العرض كله، والكيبورد بعض الازرار ما تشتغل. انا مو زعلان عشان الفلوس قد ما انا متضايق لان الجهاز كان هديه لاخوي الصغير وكنت متحمس له. حاولت اتواصل مع خدمة العملاء بس ما لقيت رد. ارجو منكم النظر في موضوعي وتعيضوني خير. شاكر لكم تعاونكم.,السلام عليكم ورحمه الله وبركاته، كيف حالكم؟ والله يا اخوان انا طلبت منكم لابتوب ديل قبل فتره ووصلني امس، بس للاسف وصلني تالف. الشاشه فيها خط اسود ع العرض كله، والكيبورد بعض الازرار ما تشتغل. انا مو زعلان عشان الفلوس قد ما انا متضايق لان الجهاز كان هديه لاخوي الصغير وكنت متحمس له. حاولت اتواصل مع خدمه العملاء بس ما لقيت رد. ارجو منكم النظر في موضوعي وتعيضوني خير. شاكر لكم تعاونكم.,complaint
"الحقو علي !
الطلب وينه !! الليله لازم اعرف اذا وصل ولا لا !! ارسلو لي رقم التتبع بسرعه !!",الحقو علي ! الطلب وينه !! الليله لازم اعرف اذا وصل ولا لا !! ارسلو لي رقم التتبع بسرعه !!,order_inquiry
السلام عليكم، ساعه ذكيه شريتها منكم قبل اسبوع وتلفت بسرعه، وانا مهتم بالموضوع واتمنى تحلونها لي لاني اثق فيكم.,السلام عليكم، ساعه ذكيه شريتها منكم قبل اسبوع وتلفت بسرعه، وانا مهتم بالموضوع واتمني تحلونها لي لاني اثق فيكم.,complaint
"السلام عليكم
لو سمحت ممكن تعطوني تحديث عن طلبي؟
طلبت شنطه ظهر يوم الخميس والرقم اللي عندي ايقول قيد التجهيز 🙄
ابغى اعرف بس متى بتنزل عندي",السلام عليكم لو سمحت ممكن تعطوني تحديث عن طلبي؟ طلبت شنطه ظهر يوم الخميس والرقم اللي عندي ايقول قيد التجهيز 🙄 ابغي اعرف بس متي بتنزل عندي,order_inquiry
السامسونج اللي عندكم اصلي ولا مقلد ؟,السامسونج اللي عندكم اصلي ولا مقلد ؟,other
وعليكم السلام، لو سمحتوا ابغى اعرف طريقة الدفع المتوفره عندكم، انا ماستخدم البطاقات كثير وافضل الدفع عند الاستلام، هل هذا الخيار متاح ولا لا؟ ومشكورين مقدما,وعليكم السلام، لو سمحتوا ابغي اعرف طريقه الدفع المتوفره عندكم، انا ماستخدم البطاقات كثير وافضل الدفع عند الاستلام، هل هذا الخيار متاح ولا لا؟ ومشكورين مقدما,other
اللابتوب ديل اللي شريته من عندكم طلع خربان. البطاريه ما تشحن والشاشه فيها خطوط. انا رجل كبير وما افهم بالتقنيات. اتصلت عليكم وما رديتوا. هذا مو معقول.,اللابتوب ديل اللي شريته من عندكم طلع خربان. البطاريه ما تشحن والشاشه فيها خطوط. انا رجل كبير وما افهم بالتقنيات. اتصلت عليكم وما رديتوا. هذا مو معقول.,complaint
اكتب لكم هالرساله وانا متضايق وما تعودت اشتكي. انا ما اطلب من النت كثيير بس جربتكم على شور واحد من العيال، والمنتج وصل تالف والكرتون كانه مفتوح من قبل وملزوق لزق اي كلام. والله المستعان على هالحال.,اكتب لكم هالرساله وانا متضايق وما تعودت اشتكي. انا ما اطلب من النت كثيير بس جربتكم علي شور واحد من العيال، والمنتج وصل تالف والكرتون كانه مفتوح من قبل وملزوق لزق اي كلام. والله المستعان علي هالحال.,complaint
السلام عليكم، عندي سؤال عام بس مهم لي اتمنى توضحون لي فيه. انا بصراحه جديد على الشراء من الانترنت ودايما اسمع ناس يقولون ان ارجاع المنتجات صعب ومعقد والشركات تتهرب، فحبيت اسالكم عن سياسة الاستبدال والاسترجاع بالضبط: كم المده المتاحه لي اذا المنتج ماعجبني او طلع فيه عيب مصنعي؟ وهل لازم يكون الكرتون والمواد الاصليه موجوده ولا عادي؟ وهل مبلغ الشحن يترجع لي كامل ولا ينقص منه شي؟ واذا احتجت اعدل او اغلف الطلب بنفسي كيف الطريقه؟ اسف والله طولت عليكم بالبلاوي هذي بس انا شخص يكتب كل شي ويفكر كثير قبل لا يحط رياله في شي، والواحد ما يقدر يعرف اصول التعامل الا منكم. ياليت تشرحون لي بالتفصيل لو تكرمتوا، وجزاكم الله خير,السلام عليكم، عندي سؤال عام بس مهم لي اتمني توضحون لي فيه. انا بصراحه جديد علي الشراء من الانترنت ودايما اسمع ناس يقولون ان ارجاع المنتجات صعب ومعقد والشركات تتهرب، فحبيت اسالكم عن سياسه الاستبدال والاسترجاع بالضبط: كم المده المتاحه لي اذا المنتج ماعجبني او طلع فيه عيب مصنعي؟ وهل لازم يكون الكرتون والمواد الاصليه موجوده ولا عادي؟ وهل مبلغ الشحن يترجع لي كامل ولا ينقص منه شي؟ واذا احتجت اعدل او اغلف الطلب بنفسي كيف الطريقه؟ اسف والله طولت عليكم بالبلاوي هذي بس انا شخص يكتب كل شي ويفكر كثير قبل لا يحط رياله في شي، والواحد ما يقدر يعرف اصول التعامل الا منكم. ياليت تشرحون لي بالتفصيل لو تكرمتوا، وجزاكم الله خير,other
بسرعه ابغى اعرف، الساعه الذكيه هذي تجي مع ضمان سنه ولا لا؟! وكم ياخذ التوصيل بالضبط؟! ردوا علي بسرعه لاهنتوا,بسرعه ابغي اعرف، الساعه الذكيه هذي تجي مع ضمان سنه ولا لا؟! وكم ياخذ التوصيل بالضبط؟! ردوا علي بسرعه لاهنتوا,other
"هلا والله
بسأل عن الشنطه الظهر الي طلبتها، متى تنزل مع المندوب؟ 🙏 اذا ممكن اليوم ولا بكره",هلا والله بسال عن الشنطه الظهر الي طلبتها، متي تنزل مع المندوب؟ 🙏 اذا ممكن اليوم ولا بكره,order_inquiry
الطاوله جت مكسوره من الاطراف!!! وش هالاهمال!! ابي تعويض حالا!!,الطاوله جت مكسوره من الاطراف! وش هالاهمال!! ابي تعويض حالا!!,complaint
هلا والله، بس ابغى اعرف الorder وين وصل الحين؟ لاني محتاج الطاوله ضروري هالاسبوع ومابغى اتأخر اكثر,هلا والله، بس ابغي اعرف الorder وين وصل الحين؟ لاني محتاج الطاوله ضروري هالاسبوع ومابغي اتاخر اكثر,order_inquiry
السلام عليكم. بصراحه تعاملكم معي من اول لحظه كان راقي ولهذا انا ارجع لكم مره ثانيه وانا مطمن. المشكله في طقم المطبخ اللي طلبته، رقم الطلب ٤٤٨٩. وصلني قبل يومين وانا كنت مخطط استخدمه في عزيمه عند اهلي، لكن لما جيت ارتبه لقيت ان المقاسات اصغر بكثير من الوصف الموجود في الصفحه، القدر بالكاد يكفي شخصين وانا عائله كبيره. فاذا ممكن اتمنى تقبلون ارجاعه وترجعون المبلغ كامل، او تبدلونه بطقم اكبر شوي وانا ادفع الفرق بدون مشاكل. الله يوفقكم,السلام عليكم. بصراحه تعاملكم معي من اول لحظه كان راقي ولهذا انا ارجع لكم مره ثانيه وانا مطمن. المشكله في طقم المطبخ اللي طلبته، رقم الطلب 4489. وصلني قبل يومين وانا كنت مخطط استخدمه في عزيمه عند اهلي، لكن لما جيت ارتبه لقيت ان المقاسات اصغر بكثير من الوصف الموجود في الصفحه، القدر بالكاد يكفي شخصين وانا عائله كبيره. فاذا ممكن اتمني تقبلون ارجاعه وترجعون المبلغ كامل، او تبدلونه بطقم اكبر شوي وانا ادفع الفرق بدون مشاكل. الله يوفقكم,return_request
مرحبا اخواني، كيف حالكم؟ اتمنى تكونون بخير. انا شريت سماعه بلوتوث من موقعكم، ولما وصلتني لقيت انها مو نفس اللي في الصور ابدا. اللون مختلف، والجوده تحس انها رخيصه مره. انا مو من النوع اللي يشتكي بسرعه، بس حسيت اني انغشيت. انا ما ابي الا حقي، وابي اوضح لكم الوضع بس. يا ليت تشوفون لي حل يرضيني ويرضيكم. انا واثق في تعاملكم. شكرا لكم.,مرحبا اخواني، كيف حالكم؟ اتمني تكونون بخير. انا شريت سماعه بلوتوث من موقعكم، ولما وصلتني لقيت انها مو نفس اللي في الصور ابدا. اللون مختلف، والجوده تحس انها رخيصه مره. انا مو من النوع اللي يشتكي بسرعه، بس حسيت اني انغشيت. انا ما ابي الا حقي، وابي اوضح لكم الوضع بس. يا ليت تشوفون لي حل يرضيني ويرضيكم. انا واثق في تعاملكم. شكرا لكم.,complaint
مساء الخير، ممكن اعرف متى يجي طلبي؟ صار له عشر ايام وهو ماوصل، شكرا لك,مساء الخير، ممكن اعرف متي يجي طلبي؟ صار له عشر ايام وهو ماوصل، شكرا لك,order_inquiry
والله شي يقهر 😤 المنتج اللي واصلني مو نفس اللي بالصوره ابدن، اللون غير والخامه رخيصه تحس انها بلاستيك مو ستانلس 😒 دافع دم قلبي وف الاخير يطلعلي كذا حسبي الله,والله شي يقهر 😤 المنتج اللي واصلني مو نفس اللي بالصوره ابدن، اللون غير والخامه رخيصه تحس انها بلاستيك مو ستانلس 😒 دافع دم قلبي وف الاخير يطلعلي كذا حسبي الله,complaint
تقبلون الدفع عند الاستلام؟! ولا لازم تحويل؟! ووش الطرق المتوفره؟! ابي ادفع بسرعه واخلص!,تقبلون الدفع عند الاستلام؟! ولا لازم تحويل؟! ووش الطرق المتوفره؟! ابي ادفع بسرعه واخلص!,other
وصلني الطلب متاخر اسبوعين بدون اي اعتذار ولا رسالة 🙄 وانا كنت محتاجه بوقت محدد. العطر الرجالي زين بس التاخير خرب كل شي، ليش كذا تتعاملون مع زباينكم,وصلني الطلب متاخر اسبوعين بدون اي اعتذار ولا رساله 🙄 وانا كنت محتاجه بوقت محدد. العطر الرجالي زين بس التاخير خرب كل شي، ليش كذا تتعاملون مع زباينكم,complaint
انا زبون قديم عندكم!! بس والله تعبت من كثر ما اسال!! متى يوصل الطلب للرياض؟؟ وكم ياخذ وقت؟؟ تكفون جاوبوني!!,انا زبون قديم عندكم!! بس والله تعبت من كثر ما اسال!! متي يوصل الطلب للرياض؟؟ وكم ياخذ وقت؟؟ تكفون جاوبوني!!,other
السلام عليكم ورحمة الله، اخوي الكريم. انا طلبت من عندكم مكنسه كهربائيه قبل فتره، وابغى اعرف متى توصل الطلب؟ وجزاك الله خير.,السلام عليكم ورحمه الله، اخوي الكريم. انا طلبت من عندكم مكنسه كهربائيه قبل فتره، وابغي اعرف متي توصل الطلب؟ وجزاك الله خير.,order_inquiry
"يا اخوان انا مو مرتاح للحذا اللي جبته 😕 اخذته هديه لخوي وما ناسبه المقاس
ابغى ارده عليكم اليوم قبل بكره 🙏 ممكن ترسلون لي مندوب ولا كيف 🙏🚚",يا اخوان انا مو مرتاح للحذا اللي جبته 😕 اخذته هديه لخوي وما ناسبه المقاس ابغي ارده عليكم اليوم قبل بكره 🙏 ممكن ترسلون لي مندوب ولا كيف 🙏🚚,return_request
هلا والله، انا طلبت بطانيه شتويه من عندكم، الquality مره سيئه والجو برد احتاجها، بس ابغى ارجعها واسترجع فلوسي، تكفون,هلا والله، انا طلبت بطانيه شتويه من عندكم، الquality مره سيئه والجو برد احتاجها، بس ابغي ارجعها واسترجع فلوسي، تكفون,return_request
هلا، سؤال بسيط، الorder تبع النظارة الشمسية حقي صار له اسبوع وما وصل. اقدر اعرف موعد الdelivery بالظبط ولا لا؟ واذا فيه تأخير قولولي بصراحه عشان اتصرف,هلا، سؤال بسيط، الorder تبع النظاره الشمسيه حقي صار له اسبوع وما وصل. اقدر اعرف موعد الdelivery بالظبط ولا لا؟ واذا فيه تاخير قولولي بصراحه عشان اتصرف,order_inquiry
"مرحبا، وصلتني بطانيه شتويه فيها ريحة قويه غريبه كانها مخزنه بمكان رطب
ماني قادر استخدمها ابد
ابغى استبدلها بوحده ثانيه او ترجعون المبلغ، انتظر ردكم",مرحبا، وصلتني بطانيه شتويه فيها ريحه قويه غريبه كانها مخزنه بمكان رطب ماني قادر استخدمها ابد ابغي استبدلها بوحده ثانيه او ترجعون المبلغ، انتظر ردكم,return_request
ياجماعه الخير عندي استفسار عن الساعه الذكيه اللي اشوفها معروضه عندكم، ابغى اعرف هي تنفع لشايب مثلي ولا صعبه بالاستخدام، وكم تجلس البطاريه معها، وهل تقرا الواتس والاتصال ولا بس وقت، تكفون وضحوا لي بالتفصيل لاني ابغى اهديها ولدي,ياجماعه الخير عندي استفسار عن الساعه الذكيه اللي اشوفها معروضه عندكم، ابغي اعرف هي تنفع لشايب مثلي ولا صعبه بالاستخدام، وكم تجلس البطاريه معها، وهل تقرا الواتس والاتصال ولا بس وقت، تكفون وضحوا لي بالتفصيل لاني ابغي اهديها ولدي,other
مابي اطول عليكم بس حبيت اقلكم ان الطلبيه وصلت متأخره ١٠ ايام 😑 واللي جابها قال انا مالي دخل بالمشاكل، طيب وانا شذنبي؟ 😂 حسبي الله ونعم الوكيل,مابي اطول عليكم بس حبيت اقلكم ان الطلبيه وصلت متاخره 10 ايام 😑 واللي جابها قال انا مالي دخل بالمشاكل، طيب وانا شذنبي؟ 😂 حسبي الله ونعم الوكيل,complaint
لو سمحت انا طالب منكم عطر ومو عارف وين وصل الطلبيه 🤔 التتبع عندي ما يتحدث من يومين، صار لي فتره انتظر 😩⏳,لو سمحت انا طالب منكم عطر ومو عارف وين وصل الطلبيه 🤔 التتبع عندي ما يتحدث من يومين، صار لي فتره انتظر 😩⏳,order_inquiry
طلبي وين وصل الحين,طلبي وين وصل الحين,order_inquiry
هلا، الاوردر حقي وين وصل؟ ابغى اعرف موعد الدليفري,هلا، الاوردر حقي وين وصل؟ ابغي اعرف موعد الدليفري,order_inquiry
"صباح الخير ياجماعه الخير
عندي سؤال بارك الله فيكم، انا اشتريت منكم قبل سنتين وماعرف طريقة الاستبدال، اذا وصلني المنتج وفيه عيب هل استطيع ارجاعه؟ وكم المده المسموح فيها بالارجاع؟ ودي اعرف الشروط قبل لا اطلب شنطة ظهر للولدي الكبير",صباح الخير ياجماعه الخير عندي سؤال بارك الله فيكم، انا اشتريت منكم قبل سنتين وماعرف طريقه الاستبدال، اذا وصلني المنتج وفيه عيب هل استطيع ارجاعه؟ وكم المده المسموح فيها بالارجاع؟ ودي اعرف الشروط قبل لا اطلب شنطه ظهر للولدي الكبير,other
"السلام عليكم 👋
عندي طلب من يوم الثلاثاء
ابغى اعرف وصل وين بالضبط 📦
ماوصلني اي رساله ولا شي منكم
الشاحن السريع صارله اسبوع 😔",السلام عليكم 👋 عندي طلب من يوم الثلاثاء ابغي اعرف وصل وين بالضبط 📦 ماوصلني اي رساله ولا شي منكم الشاحن السريع صارله اسبوع 😔,order_inquiry
اهلا اخواني، معكم عميل لكم من فتره وكل طلباتي من عندكم، بس هذي المره صار شي ضايقني كثير. الجوال السامسونج اللي وصلني البطاريه حقتها غريبه، تفضى بسرعه جدا خلال ساعتين تقريبا والجهاز كله حار وهو ماسويت فيه شي غير واتساب. جربت اكثر من شاحن وتقريبا نفس النتيجه. ياليت توضحون لي اذا كان فيه امكانيه استبدال او اصلاح، وانا اقدر ارسل لكم مقطع يوضح المشكله.,اهلا اخواني، معكم عميل لكم من فتره وكل طلباتي من عندكم، بس هذي المره صار شي ضايقني كثير. الجوال السامسونج اللي وصلني البطاريه حقتها غريبه، تفضي بسرعه جدا خلال ساعتين تقريبا والجهاز كله حار وهو ماسويت فيه شي غير واتساب. جربت اكثر من شاحن وتقريبا نفس النتيجه. ياليت توضحون لي اذا كان فيه امكانيه استبدال او اصلاح، وانا اقدر ارسل لكم مقطع يوضح المشكله.,complaint
